name,ticker,cap_tier,sector,sub_segment,close_price,ret_1y,ret_2y,ret_3y,ret_4y,ret_5y,ret_6y,re_mw,re_pct,annual_mu,grid_tariff,solar_cost,unit_shield,annual_shield_cr,primary_model,targets
RaajMarg Infra,RIIT,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,121.57,-11.0,33.0,107.0,206.0,355.0,514.0,1.5,29.0,2.2,8.9,3.7,5.2,11.4,Group Captive Solar & Rooftop PV (SEBI Rank #719),Targeting >54% clean electricity mix
M B Agro Prod.,MBAPL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,166.12,-8.0,-6.0,11.0,33.0,65.0,227.0,1.5,32.0,2.2,8.9,3.7,5.2,11.4,Group Captive Solar & Rooftop PV (SEBI Rank #722),Targeting >57% clean electricity mix
Sanofi India,SANOFI,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,3158.2,-7.0,-4.0,14.0,37.0,70.0,233.0,1.5,33.0,2.2,8.9,3.7,5.2,11.4,Group Captive Solar & Rooftop PV (SEBI Rank #723),Targeting >58% clean electricity mix
Rain Industries,RAIN,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,215.72,-6.0,-2.0,17.0,41.0,75.0,239.0,1.5,34.0,2.2,8.9,3.7,5.2,11.4,Group Captive Solar & Rooftop PV (SEBI Rank #724),Targeting >59% clean electricity mix
Borosil Renewables Ltd,BORORENEW,Small Cap,Power Utilities & Cleantech,Captive Solar PV + Solar Glass production,499.15,-12.9,1.5,16.4,-14.3,61.8,584.2,10.0,30.0,24.0,8.2,3.6,4.6,11.0,Captive Solar PV + Solar Glass production,50% RE by 2030
Ola Electric Mobility Ltd,OLAELEC,Mid Cap,Automotive & 2W/3W,Pure-Play EV 2W,38.2,-32.9,-61.6,-61.6,-61.6,-61.6,-61.6,8.5,35.0,24.0,8.4,3.8,4.6,11.0,Solar PV + 20 GWh Battery Energy Storage System (BESS),Futurefactory Carbon Neutrality by 2028
Bengal & Assam,BENGALASM,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,6332.5,-4.0,2.0,23.0,49.0,85.0,251.0,1.4,11.0,2.1,8.9,3.7,5.2,10.9,Group Captive Solar & Rooftop PV (SEBI Rank #726),Targeting >36% clean electricity mix
Aeroflex,AEROFLEX,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,537.45,-2.0,6.0,29.0,57.0,95.0,263.0,1.4,13.0,2.1,8.9,3.7,5.2,10.9,Group Captive Solar & Rooftop PV (SEBI Rank #728),Targeting >38% clean electricity mix
DCB Bank,DCBBANK,Small Cap,Banking & Financial Services,BFSI,220.74,-1.0,8.0,32.0,61.0,100.0,269.0,1.4,14.0,2.1,8.9,3.7,5.2,10.9,Group Captive Solar & Rooftop PV (SEBI Rank #729),Targeting >39% clean electricity mix
Citius Transnet,CITIUSINVT,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,116.37,0.0,10.0,35.0,65.0,105.0,275.0,1.4,15.0,2.1,8.9,3.7,5.2,10.9,Group Captive Solar & Rooftop PV (SEBI Rank #730),Targeting >40% clean electricity mix
Sheela Foam,SFL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,646.8,1.0,12.0,38.0,69.0,110.0,281.0,1.4,16.0,2.1,8.9,3.7,5.2,10.9,Group Captive Solar & Rooftop PV (SEBI Rank #731),Targeting >41% clean electricity mix
Nephrocare Health Services,NEPHROPLUS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,697.05,3.0,16.0,44.0,77.0,120.0,293.0,1.4,18.0,2.1,8.9,3.7,5.2,10.9,Group Captive Solar & Rooftop PV (SEBI Rank #733),Targeting >43% clean electricity mix
Mrs Bectors,BECTORFOOD,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,225.96,6.0,22.0,53.0,89.0,135.0,311.0,1.4,21.0,2.1,8.9,3.7,5.2,10.9,Group Captive Solar & Rooftop PV (SEBI Rank #736),Targeting >46% clean electricity mix
Restaurant Brand,RBA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,97.15,9.0,28.0,62.0,101.0,150.0,329.0,1.4,24.0,2.1,8.9,3.7,5.2,10.9,Group Captive Solar & Rooftop PV (SEBI Rank #739),Targeting >49% clean electricity mix
Tanla Platforms,TANLA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,521.15,10.0,30.0,65.0,105.0,155.0,335.0,1.4,25.0,2.1,8.9,3.7,5.2,10.9,Group Captive Solar & Rooftop PV (SEBI Rank #740),Targeting >50% clean electricity mix
Supriya Lifesci.,SUPRIYA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,852.85,11.0,32.0,68.0,109.0,160.0,341.0,1.4,26.0,2.1,8.9,3.7,5.2,10.9,Group Captive Solar & Rooftop PV (SEBI Rank #741),Targeting >51% clean electricity mix
GNG Electronics,EBGNG,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,601.25,12.0,34.0,71.0,113.0,165.0,347.0,1.4,27.0,2.1,8.9,3.7,5.2,10.9,Group Captive Solar & Rooftop PV (SEBI Rank #742),Targeting >52% clean electricity mix
Tanfac Inds.,506854,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,3231.6,13.0,36.0,74.0,117.0,170.0,353.0,1.4,28.0,2.1,8.9,3.7,5.2,10.9,Group Captive Solar & Rooftop PV (SEBI Rank #743),Targeting >53% clean electricity mix
Campus Activewe.,CAMPUS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,223.24,15.0,40.0,80.0,125.0,180.0,365.0,1.4,30.0,2.1,8.9,3.7,5.2,10.9,Group Captive Solar & Rooftop PV (SEBI Rank #745),Targeting >55% clean electricity mix
Gokul Agro,GOKULAGRO,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,231.17,16.0,42.0,83.0,129.0,185.0,371.0,1.4,31.0,2.1,8.9,3.7,5.2,10.9,Group Captive Solar & Rooftop PV (SEBI Rank #746),Targeting >56% clean electricity mix
Cyient DLM,CYIENTDLM,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,856.95,17.0,44.0,86.0,133.0,190.0,377.0,1.4,32.0,2.1,8.9,3.7,5.2,10.9,Group Captive Solar & Rooftop PV (SEBI Rank #747),Targeting >57% clean electricity mix
Timex Group,TIMEX,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,669.85,18.0,46.0,89.0,137.0,195.0,383.0,1.4,33.0,2.1,8.9,3.7,5.2,10.9,Group Captive Solar & Rooftop PV (SEBI Rank #748),Targeting >58% clean electricity mix
Bajaj Consumer,BAJAJCON,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,517.55,19.0,48.0,92.0,141.0,200.0,389.0,1.4,34.0,2.1,8.9,3.7,5.2,10.9,Group Captive Solar & Rooftop PV (SEBI Rank #749),Targeting >59% clean electricity mix
Paisalo Digital,PAISALO,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,74.1,20.0,50.0,95.0,145.0,205.0,245.0,1.3,10.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #750),Targeting >35% clean electricity mix
Innova Captab,INNOVACAP,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1175.4,21.0,52.0,98.0,149.0,210.0,251.0,1.3,11.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #751),Targeting >36% clean electricity mix
Electronics Mart,EMIL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,173.74,22.0,54.0,101.0,153.0,215.0,257.0,1.3,12.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #752),Targeting >37% clean electricity mix
Skipper,SKIPPER,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,591.1,23.0,56.0,104.0,157.0,220.0,263.0,1.3,13.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #753),Targeting >38% clean electricity mix
Transport Corp.,TCI,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,868.2,24.0,58.0,107.0,161.0,225.0,269.0,1.3,14.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #754),Targeting >39% clean electricity mix
Ajax Engineering,AJAXENGG,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,582.45,25.0,60.0,110.0,165.0,230.0,275.0,1.3,15.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #755),Targeting >40% clean electricity mix
Redtape,REDTAPE,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,120.43,26.0,62.0,113.0,169.0,235.0,281.0,1.3,16.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #756),Targeting >41% clean electricity mix
NDR INVIT Trust,NDRINVIT,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,145.0,28.0,66.0,119.0,177.0,245.0,293.0,1.3,18.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #758),Targeting >43% clean electricity mix
Tour. Fin. Corp.,TFCILTD,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,143.26,29.0,68.0,122.0,181.0,250.0,299.0,1.3,19.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #759),Targeting >44% clean electricity mix
Kovai Medical,KOVAI,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,6062.5,30.0,70.0,125.0,185.0,255.0,305.0,1.3,20.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #760),Targeting >45% clean electricity mix
Leap India,LEAPIND,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,150.26,31.0,72.0,128.0,189.0,260.0,311.0,1.3,21.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #761),Targeting >46% clean electricity mix
Suprajit Engg.,SUPRAJIT,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,479.45,33.0,76.0,134.0,197.0,270.0,323.0,1.3,23.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #763),Targeting >48% clean electricity mix
V-Mart Retail,VMART,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,824.2,34.0,78.0,137.0,201.0,275.0,329.0,1.3,24.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #764),Targeting >49% clean electricity mix
Dilip Buildcon,DBL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,401.0,35.0,35.0,95.0,160.0,235.0,290.0,1.3,25.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #765),Targeting >50% clean electricity mix
G S F C,GSFC,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,162.88,37.0,39.0,101.0,168.0,245.0,302.0,1.3,27.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #767),Targeting >52% clean electricity mix
SPARC,SPARC,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,199.47,38.0,41.0,104.0,172.0,250.0,308.0,1.3,28.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #768),Targeting >53% clean electricity mix
Aditya Bir. Fas.,ABFRL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,52.97,39.0,43.0,107.0,176.0,255.0,314.0,1.3,29.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #769),Targeting >54% clean electricity mix
Dodla Dairy,DODLA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1066.8,41.0,47.0,113.0,184.0,265.0,326.0,1.3,31.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #771),Targeting >56% clean electricity mix
Jeena Sikho,JSLL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,516.3,42.0,49.0,116.0,188.0,270.0,332.0,1.3,32.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #772),Targeting >57% clean electricity mix
JK Lakshmi Cem.,JKLAKSHMI,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,515.7,43.0,51.0,119.0,192.0,275.0,338.0,1.3,33.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #773),Targeting >58% clean electricity mix
R C F,RCF,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,114.92,45.0,55.0,125.0,200.0,285.0,350.0,1.3,10.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #775),Targeting >35% clean electricity mix
Ganesh Housing,GANESHHOU,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,758.95,46.0,57.0,128.0,204.0,290.0,356.0,1.3,11.0,2.0,8.9,3.7,5.2,10.4,Group Captive Solar & Rooftop PV (SEBI Rank #776),Targeting >36% clean electricity mix
Ceigall India,CEIGALL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,355.8,-15.0,0.0,15.0,95.0,185.0,255.0,1.2,15.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #780),Targeting >40% clean electricity mix
Smartworks Cowor,SMARTWORKS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,541.5,-13.0,4.0,21.0,103.0,195.0,267.0,1.2,17.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #782),Targeting >42% clean electricity mix
Praj Industries,PRAJIND,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,335.55,-11.0,8.0,27.0,111.0,205.0,279.0,1.2,19.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #784),Targeting >44% clean electricity mix
Lohia Corp,LCL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,581.5,-10.0,10.0,30.0,115.0,210.0,285.0,1.2,20.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #785),Targeting >45% clean electricity mix
Shrem InvIT,SHREMINVIT,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,100.5,-9.0,12.0,33.0,119.0,215.0,291.0,1.2,21.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #786),Targeting >46% clean electricity mix
SIS,SIS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,430.95,-7.0,16.0,39.0,127.0,225.0,303.0,1.2,23.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #788),Targeting >48% clean electricity mix
Triven.Engg.Ind.,TRIVENI,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,275.65,-6.0,18.0,42.0,131.0,230.0,309.0,1.2,24.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #789),Targeting >49% clean electricity mix
Piccadily Agro,PICCADIL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,615.75,-5.0,20.0,45.0,135.0,235.0,315.0,1.2,25.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #790),Targeting >50% clean electricity mix
Fedbank Financi.,FEDFINA,Small Cap,Banking & Financial Services,BFSI,161.56,-3.0,24.0,51.0,143.0,245.0,327.0,1.2,27.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #792),Targeting >52% clean electricity mix
Marine Electric.,MARINE,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,432.15,-2.0,26.0,54.0,147.0,250.0,333.0,1.2,28.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #793),Targeting >53% clean electricity mix
Hind.Construct.,HCC,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,22.98,-1.0,28.0,57.0,151.0,255.0,339.0,1.2,29.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #794),Targeting >54% clean electricity mix
ION Exchange,IONEXCHANG,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,409.2,0.0,30.0,60.0,155.0,260.0,345.0,1.2,30.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #795),Targeting >55% clean electricity mix
Kusumgar,KUSUMGAR,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,571.2,2.0,34.0,66.0,163.0,270.0,357.0,1.2,32.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #797),Targeting >57% clean electricity mix
Indiabulls,IBULLSLTD,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,25.67,3.0,36.0,69.0,167.0,275.0,363.0,1.2,33.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #798),Targeting >58% clean electricity mix
Man Industries,MANINDS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,788.55,5.0,40.0,75.0,95.0,205.0,295.0,1.2,10.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #800),Targeting >35% clean electricity mix
Just Dial,JUSTDIAL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,692.85,6.0,42.0,78.0,99.0,210.0,301.0,1.2,11.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #801),Targeting >36% clean electricity mix
Senco Gold,SENCO,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,358.65,7.0,44.0,81.0,103.0,215.0,307.0,1.2,12.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #802),Targeting >37% clean electricity mix
Shakti Pumps,SHAKTIPUMP,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,473.0,10.0,50.0,90.0,115.0,230.0,325.0,1.2,15.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #805),Targeting >40% clean electricity mix
ISGEC Heavy,ISGEC,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,787.35,11.0,52.0,93.0,119.0,235.0,331.0,1.2,16.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #806),Targeting >41% clean electricity mix
Transrail Light,TRANSRAILL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,429.3,15.0,15.0,60.0,90.0,210.0,310.0,1.2,20.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #810),Targeting >45% clean electricity mix
TVS Supply,TVSSCS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,130.41,16.0,17.0,63.0,94.0,215.0,316.0,1.2,21.0,1.8,8.9,3.7,5.2,9.4,Group Captive Solar & Rooftop PV (SEBI Rank #811),Targeting >46% clean electricity mix
Lumax Auto Tech Ltd,LUMAXTECH,Small Cap,Automotive & Ancillary,Rooftop Solar installations,1951.9,56.4,247.6,440.0,596.9,1295.7,1894.6,8.0,26.0,18.0,8.8,3.8,5.0,9.0,Rooftop Solar installations,40% RE by 2030
Stylam Industrie,STYLAMIND,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,3387.4,17.0,19.0,66.0,98.0,220.0,322.0,1.1,22.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #812),Targeting >47% clean electricity mix
Kalpat.,KALPATARU,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,277.65,18.0,21.0,69.0,102.0,225.0,328.0,1.1,23.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #813),Targeting >48% clean electricity mix
CSB Bank,CSBBANK,Small Cap,Banking & Financial Services,BFSI,328.55,20.0,25.0,75.0,110.0,235.0,340.0,1.1,25.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #815),Targeting >50% clean electricity mix
Krishana Phosch.,KRISHANA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,184.13,21.0,27.0,78.0,114.0,240.0,346.0,1.1,26.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #816),Targeting >51% clean electricity mix
Indigo Paints,INDIGOPNTS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1185.8,23.0,31.0,84.0,122.0,250.0,358.0,1.1,28.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #818),Targeting >53% clean electricity mix
Jana Small Finan,JSFB,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,535.1,24.0,33.0,87.0,126.0,255.0,364.0,1.1,29.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #819),Targeting >54% clean electricity mix
Prism Johnson,PRSMJOHNSN,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,111.12,25.0,35.0,90.0,130.0,260.0,370.0,1.1,30.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #820),Targeting >55% clean electricity mix
Nirlon,NIRLON,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,620.0,26.0,37.0,93.0,134.0,265.0,376.0,1.1,31.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #821),Targeting >56% clean electricity mix
FDC,FDC,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,342.8,27.0,39.0,96.0,138.0,270.0,382.0,1.1,32.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #822),Targeting >57% clean electricity mix
Valor Estate,DBREALTY,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,102.57,28.0,41.0,99.0,142.0,275.0,388.0,1.1,33.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #823),Targeting >58% clean electricity mix
Centum Electron,CENTUM,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,3767.3,29.0,43.0,102.0,146.0,280.0,394.0,1.1,34.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #824),Targeting >59% clean electricity mix
Latent View,LATENTVIEW,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,267.25,30.0,45.0,105.0,150.0,285.0,400.0,1.1,10.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #825),Targeting >35% clean electricity mix
I T D C,ITDC,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,644.35,31.0,47.0,108.0,154.0,290.0,406.0,1.1,11.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #826),Targeting >36% clean electricity mix
Vadilal Inds.,VADILALIND,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,7655.0,32.0,49.0,111.0,158.0,295.0,412.0,1.1,12.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #827),Targeting >37% clean electricity mix
Mastek,MASTEK,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1772.9,33.0,51.0,114.0,162.0,300.0,418.0,1.1,13.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #828),Targeting >38% clean electricity mix
Fiem Industries,FIEMIND,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,2085.8,34.0,53.0,117.0,166.0,305.0,424.0,1.1,14.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #829),Targeting >39% clean electricity mix
AvenuesAI,CCAVENUE,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,15.7,36.0,57.0,123.0,174.0,315.0,436.0,1.1,16.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #831),Targeting >41% clean electricity mix
Puravankara,PURVA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,230.72,37.0,59.0,126.0,178.0,320.0,442.0,1.1,17.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #832),Targeting >42% clean electricity mix
Universal Cables,UNIVCABLES,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1576.3,39.0,63.0,132.0,186.0,330.0,454.0,1.1,19.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #834),Targeting >44% clean electricity mix
L G Balakrishnan,LGBBROSLTD,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1702.8,40.0,65.0,135.0,190.0,335.0,460.0,1.1,20.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #835),Targeting >45% clean electricity mix
Happiest Minds,HAPPSTMNDS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,354.0,42.0,69.0,141.0,198.0,345.0,472.0,1.1,22.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #837),Targeting >47% clean electricity mix
Guj. Themis Bio.,GUJTHEM,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,411.35,43.0,71.0,144.0,202.0,350.0,478.0,1.1,23.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #838),Targeting >48% clean electricity mix
MAS FINANC SER,MASFIN,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,295.0,44.0,73.0,147.0,206.0,355.0,484.0,1.1,24.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #839),Targeting >49% clean electricity mix
C.E. Info System,MAPMYINDIA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,972.2,45.0,75.0,90.0,150.0,180.0,310.0,1.1,25.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #840),Targeting >50% clean electricity mix
Quess Corp,QUESS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,354.75,46.0,77.0,93.0,154.0,185.0,316.0,1.1,26.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #841),Targeting >51% clean electricity mix
Gujarat Alkalies,GUJALKALI,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,721.6,47.0,79.0,96.0,158.0,190.0,322.0,1.1,27.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #842),Targeting >52% clean electricity mix
Gulf Oil Lubric.,GULFOILLUB,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1067.8,48.0,81.0,99.0,162.0,195.0,328.0,1.1,28.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #843),Targeting >53% clean electricity mix
IFB Industries,IFBIND,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1305.7,49.0,83.0,102.0,166.0,200.0,334.0,1.1,29.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #844),Targeting >54% clean electricity mix
Artemis Medicare,ARTEMISMED,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,332.8,-15.0,20.0,40.0,105.0,140.0,275.0,1.1,30.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #845),Targeting >55% clean electricity mix
Ashapura Minech.,ASHAPURMIN,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,551.0,-14.0,22.0,43.0,109.0,145.0,281.0,1.1,31.0,1.7,8.9,3.7,5.2,8.8,Group Captive Solar & Rooftop PV (SEBI Rank #846),Targeting >56% clean electricity mix
